NAME,NAME.id,NAME.name,ASSOCIATION,CLUMP,EXPERIMENT,EXPERIMENT.count,EXPERIMENT.count.active,EXPERIMENT.count.total,EXPERIMENT.date,EXPERIMENT.description,EXPERIMENT.field,EXPERIMENT.fullname,EXPERIMENT.id,EXPERIMENT.index,EXPERIMENT.name,EXPERIMENT.series,IMAGE,IMAGE.label,IMAGE.meta,IMAGE.name,INTENSITY,INTENSITY.ch1,INTENSITY.ch1.count,INTENSITY.ch1.coverage,INTENSITY.ch1.dmode,INTENSITY.ch1.kurtosis,INTENSITY.ch1.max,INTENSITY.ch1.mean,INTENSITY.ch1.mean_c,INTENSITY.ch1.mean_l,INTENSITY.ch1.mean_n,INTENSITY.ch1.median,INTENSITY.ch1.min,INTENSITY.ch1.mode,INTENSITY.ch1.signal,INTENSITY.ch1.skewness,INTENSITY.ch1.snr,INTENSITY.ch1.stdev,INTENSITY.ch1.sum,INTENSITY.ch1.threshold,INTENSITY.ch1.variation,INTENSITY.ch1.zscore,INTENSITY.ch2,INTENSITY.ch2.count,INTENSITY.ch2.coverage,INTENSITY.ch2.dmode,INTENSITY.ch2.kurtosis,INTENSITY.ch2.max,INTENSITY.ch2.mean,INTENSITY.ch2.mean_c,INTENSITY.ch2.mean_l,INTENSITY.ch2.mean_n,INTENSITY.ch2.median,INTENSITY.ch2.min,INTENSITY.ch2.mode,INTENSITY.ch2.signal,INTENSITY.ch2.skewness,INTENSITY.ch2.snr,INTENSITY.ch2.stdev,INTENSITY.ch2.sum,INTENSITY.ch2.threshold,INTENSITY.ch2.variation,INTENSITY.ch2.zscore,INTENSITY.ch3,INTENSITY.ch3.count,INTENSITY.ch3.coverage,INTENSITY.ch3.dmode,INTENSITY.ch3.kurtosis,INTENSITY.ch3.max,INTENSITY.ch3.mean,INTENSITY.ch3.mean_c,INTENSITY.ch3.mean_l,INTENSITY.ch3.mean_n,INTENSITY.ch3.median,INTENSITY.ch3.min,INTENSITY.ch3.mode,INTENSITY.ch3.signal,INTENSITY.ch3.skewness,INTENSITY.ch3.snr,INTENSITY.ch3.stdev,INTENSITY.ch3.sum,INTENSITY.ch3.threshold,INTENSITY.ch3.variation,INTENSITY.ch3.zscore,LOCATION,LOCATION.LOCATION.half,LOCATION.LOCATION.pole,LOCATION.LOCATION.side,LOCATION.center,LOCATION.dist,LOCATION.dist.center,LOCATION.dist.origin,LOCATION.half,LOCATION.half.1,LOCATION.half.2,LOCATION.pole,LOCATION.pole.1,LOCATION.pole.2,LOCATION.side,LOCATION.side.1,LOCATION.side.2,LOCATION.x,LOCATION.y,MAXIMA,MAXIMA.MAXIMA.Maxima1,MAXIMA.Maxima1,MAXIMA.Maxima1.count,MAXIMA.count,MAXIMA.count.half,MAXIMA.count.midcell,MAXIMA.count.pole,MAXIMA.count.side,MAXIMA.count.total,MEDIAL,POSITION,POSITION.channel,POSITION.frame,POSITION.position,POSITION.slice,PROFILE_MEDIAL,SHAPE,SHAPE.angularity,SHAPE.angularity.amplitude,SHAPE.angularity.count,SHAPE.angularity.max,SHAPE.angularity.mean,SHAPE.angularity.median,SHAPE.angularity.mid,SHAPE.angularity.min,SHAPE.angularity.stdev,SHAPE.angularity.sum,SHAPE.angularity.variation,SHAPE.area,SHAPE.aspectRatio,SHAPE.circularity,SHAPE.curvature,SHAPE.feret,SHAPE.feret.max,SHAPE.feret.min,SHAPE.length,SHAPE.morphology,SHAPE.orientation,SHAPE.perimeter,SHAPE.pole,SHAPE.roundness,SHAPE.sinuosity,SHAPE.solidity,SHAPE.width,SHAPE.width.amplitude,SHAPE.width.count,SHAPE.width.max,SHAPE.width.mean,SHAPE.width.median,SHAPE.width.mid,SHAPE.width.min,SHAPE.width.stdev,SHAPE.width.sum,SHAPE.width.variation,ZSCORE
b139,28b211e2-d430-45d7-92f0-9977757310c4,b139,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12293.03,Stats[mean=11202.582 min=8853.0 max=15321.0 stdv=1622.3049],67,0,10475,-0.052722335,15321,11202.582,6438.2324,0,-0.107826136,10752,8853,,FALSE,0.8492524,1.5747097,1622.3049,750573,19254.766,0.14481527,-7.9782195,Stats[mean=10338.403 min=7898.0 max=14314.0 stdv=1462.2253],67,1,7898,-0.23131488,14314,10338.403,3977.3135,0,0.37736136,10264,7898,,TRUE,0.5095059,1.6252567,1462.2253,692673,7304.4272,0.14143628,8.432432,Stats[mean=7579.463 min=5789.0 max=9422.0 stdv=803.4768],67,1,8301,-0.40964344,9422,7579.463,5741.9854,0,0.62207466,7640,5789,,TRUE,-0.27850243,4.1249275,803.4768,507824,2786.3162,0.10600709,12.10319,(x=23.85 y=46.93),,,,FALSE,52.642258,19.454487,52.642258,2,,,2,,,2,,,23.85418,46.92745,0,,0,,0,0,0,0,0,0,1,3,1,1,3,3,ip[width=16  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.8010105,2.4019742,0.7307428,0.011119696,1.6070888,1.6070888,0.66906995,1.6070688,1,127.88627,3.7114341,2,0.39488316,1.000012,0.9956178,0.55828184,0.2559061,5,0.6647725,0.55828184,0.5868263,0.6647725,0.4088664,0.10419191,NaN,0.1866296,4.712645
b140,0c501529-51b5-4dcb-b2d5-2a3167a0c864,b140,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12697.888,Stats[mean=12289.389 min=9244.0 max=17939.0 stdv=2251.9229],72,0,9244,-0.69527596,17939,12289.389,5351.426,0,-0.015292578,12155,9244,,FALSE,0.5305024,1.4354509,2251.9229,884836,19254.766,0.18324125,-6.6314554,Stats[mean=8213.208 min=6946.0 max=9329.0 stdv=606.44617],72,0.9305556,8115,-0.5201954,9329,8213.208,1852.1182,0,0.24091223,8207,6946,,TRUE,-0.040681396,1.2911637,606.44617,591351,7304.4272,0.07383791,3.926736,Stats[mean=6751.1943 min=3172.0 max=9289.0 stdv=1383.7955],72,1,3172,-0.41090345,9289,6751.1943,4913.717,0,0.5436921,7042,3172,,TRUE,-0.44194523,3.6741638,1383.7955,486086,2786.3162,0.20497048,10.357332,(x=25.43 y=47.40),,,,FALSE,53.791172,19.659828,53.791172,2,,,2,,,2,,,25.427456,47.401844,0,,0,,0,0,0,0,0,0,1,3,1,1,3,3,ip[width=15  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.86512107,1.8909453,0.8588274,1.63E-05,1.4219638,1.4219638,0.75198567,1.4181051,1,117.55206,3.5578728,2,0.5447659,1,1,0.7093133,0.10830492,3,0.7506515,0.7093133,0.7349419,0.7093133,0.64234656,0.058524396,NaN,0.08250853,4.349481
b141,f021319b-a834-4e95-aa06-e4fba2a3dbe7,b141,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12179.734,Stats[mean=12118.6 min=9100.0 max=17954.0 stdv=2371.6814],45,0,9100,-0.46664077,17954,12118.6,5522.215,0,-0.029834006,11544,9100,,FALSE,0.7357165,1.455681,2371.6814,545337,19254.766,0.19570589,-6.8430963,Stats[mean=7151.8667 min=5952.0 max=8809.0 stdv=638.4044],45,0.37777779,5952,0.4904726,8809,7151.8667,790.77686,0,0.17276832,7104,5952,,FALSE,0.5796023,1.1243147,638.4044,321834,7304.4272,0.08926403,1.6765518,Stats[mean=6049.8667 min=2826.0 max=9509.0 stdv=2068.6433],45,1,6193,-1.3047856,9509,6049.8667,4212.3887,0,0.4773225,5946,2826,,TRUE,0.08003957,3.2924843,2068.6433,272244,2786.3162,0.34193206,8.879045,(x=20.19 y=47.29),,,,FALSE,51.417934,20.865643,51.417934,2,,,2,,,2,,,20.190603,47.287876,0,,0,,0,0,0,0,0,0,1,3,1,1,3,3,ip[width=10  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.5081061,1.487271,0.9374813,1.56E-05,0.96637124,0.96637124,0.6497614,0.9581668,1,101.309875,2.6097617,2,0.69275004,1,1,0.6316378,0.006488264,2,0.6348819,0.6316378,0.6316378,0.6316378,0.62839365,0.004587922,NaN,0.007263533,4.814273
b142,0fc310bc-ec46-4d97-8842-276cdf62feb6,b142,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,13141,Stats[mean=12915.444 min=9137.0 max=21274.0 stdv=3310.844],81,0.086419754,9137,-0.02669086,21274,12915.444,4725.37,0,0.03801144,11726,9137,,FALSE,1.0547186,1.3658698,3310.844,1046151,19254.766,0.25634766,-5.855651,Stats[mean=16622.26 min=8490.0 max=28837.0 stdv=6079.3564],81,1,8490,-1.1771517,28837,16622.26,10261.17,0,0.78081924,15528,8490,,TRUE,0.33186305,2.613115,6079.3564,1346403,7304.4272,0.36573586,21.755041,Stats[mean=6091.074 min=3389.0 max=8651.0 stdv=1393.1093],81,1,4622,-1.1343449,8651,6091.074,4253.5967,0,0.48122212,6088,3389,,TRUE,-0.057543393,3.3149104,1393.1093,493377,2786.3162,0.22871323,8.965904,(x=26.48 y=48.39),,,,FALSE,55.16056,20.5379,55.16056,2,,,2,,,2,,,26.483688,48.387,0,,0,,0,0,0,0,0,0,1,3,1,1,3,3,ip[width=17  height=1  bits=16  min=7560.0  max=27342.0],1,0.117593795,0,1,0.117593795,0.117593795,0.117593795,0.117593795,0.117593795,NaN,NaN,NaN,0.95182335,2.1737947,0.78131825,0.18355837,1.6428068,1.6428068,0.75573224,1.6446762,1,32.122356,3.9126332,2,0.44904876,1.0034678,0.99563277,0.6568505,0.19281876,5,0.75620645,0.6568505,0.699782,0.75620645,0.5633877,0.0880408,NaN,0.13403475,3.9520018
b143,3f3e445f-043c-438b-bc56-040e4b563ab1,b143,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,13571.809,Stats[mean=13329.578 min=9620.0 max=19628.0 stdv=2687.3003],83,0.024096385,9620,-0.6343279,19628,13329.578,4311.2363,0,0.07327187,12855,9620,,FALSE,0.647635,1.3234339,2687.3003,1106355,19254.766,0.2016043,-5.3424587,Stats[mean=17439.482 min=7961.0 max=29003.0 stdv=6465.8066],83,1,7961,-1.3043356,29003,17439.482,11078.393,0,0.8332894,17673,7961,,TRUE,0.12100153,2.7415872,6465.8066,1447477,7304.4272,0.3707568,23.487661,Stats[mean=4990.5303 min=2609.0 max=7407.0 stdv=1194.7609],83,0.97590363,3219,-1.1118006,7407,4990.5303,3153.0525,0,0.377073,5067,2609,,TRUE,-0.13269845,2.7159677,1194.7609,414214,2786.3162,0.23940559,6.6461325,(x=24.93 y=48.72),,,,FALSE,54.724792,21.028904,54.724792,2,,,2,,,2,,,24.93037,48.71632,0,,0,,0,0,0,0,0,0,1,3,1,1,3,3,ip[width=16  height=1  bits=16  min=7560.0  max=27342.0],1,0.008335535,0,1,0.008335535,0.008335535,0.008335535,0.008335535,0.008335535,NaN,NaN,NaN,0.9884248,2.0261118,0.83802176,0.014542129,1.5539635,1.5539635,0.7669683,1.5445935,1,105.223434,3.849897,2,0.52116126,1.000021,1,0.73273075,0.06980723,4,0.7640424,0.73273075,0.7363227,0.7640424,0.69423515,0.031895526,NaN,0.043529667,3.565559
b144,5f28cb1f-78e7-4025-bbfb-c307b61f4dfb,b144,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:3/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12253.292,Stats[mean=12041.561 min=9233.0 max=18809.0 stdv=2158.0125],116,0,9732,0.39042047,18809,12041.561,5599.254,0,-0.03639331,11490,9233,,FALSE,1.0414797,1.4649941,2158.0125,1396821,19254.766,0.17921369,-6.9385624,Stats[mean=7353.5947 min=5974.0 max=8945.0 stdv=671.30597],116,0.5086207,7451,-0.55151165,8945,7353.5947,992.5049,0,0.18572037,7343,5974,,TRUE,0.14807713,1.1560274,671.30597,853017,7304.4272,0.0912895,2.1042418,Stats[mean=4837.4136 min=2796.0 max=7350.0 stdv=1084.2754],116,1,3334,-0.9842528,7350,4837.4136,2999.9358,0,0.3625829,4899,2796,,TRUE,0.007781531,2.6326377,1084.2754,561140,2786.3162,0.22414362,6.3233867,(x=53.23 y=49.74),,,,FALSE,72.85145,33.44727,72.85145,2,,,2,,,2,,,53.22875,49.739662,0,,0,,0,0,0,0,0,0,1,3,1,1,3,3,ip[width=24  height=1  bits=16  min=7560.0  max=27342.0],1,0.15265629,0.14130019,5,0.20521581,0.15265629,0.18030918,0.18554053,0.06391564,0.05717665,NaN,0.374545,1.380835,3.1740847,0.6017573,0.29884407,2.3740833,2.3740833,0.74795836,2.4097471,1,50.32759,5.369887,2,0.31193206,1.0204467,0.96806294,0.6244845,0.19223404,9,0.7053979,0.6244845,0.6558627,0.7053979,0.51316386,0.074385606,NaN,0.119115226,4.7482905
b145,fc2fd70b-cfea-42b8-be2b-713347dae7e9,b145,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12811.096,Stats[mean=12846.149 min=10016.0 max=17542.0 stdv=1943.4075],47,0,11845,-0.3063961,17542,12846.149,4767.159,0,0.022644179,12088,10016,,FALSE,0.8629074,1.3710964,1943.4075,603769,19231.809,0.15128326,-5.890834,Stats[mean=7253.4043 min=6106.0 max=8229.0 stdv=492.46463],47,0.70212764,6106,-0.4768714,8229,7253.4043,1087.7539,0,0.22785203,7199,6106,,TRUE,0.020903597,1.1764216,492.46463,340910,7077.377,0.06789427,2.38614,Stats[mean=4940.4893 min=3182.0 max=6509.0 stdv=737.0644],47,1,3182,0.13639238,6509,4940.4893,3107.6787,0,0.39633003,5165,3182,,TRUE,-0.78838104,2.695581,737.0644,232203,2746.3574,0.14918855,6.803545,(x=5.72 y=0.58),,,,FALSE,5.7497697,35.18829,5.7497697,2,,,2,,,2,,,5.7206717,0.5777248,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=12  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.54725343,2.0865548,0.8251368,0,1.1392668,1.1392668,0.5460039,1.1371787,1,0,2.8869295,2,0.5368434,1,0.9997352,0.5348115,0.02814442,3,0.54494417,0.5348115,0.5426906,0.5348115,0.51679975,0.01563928,NaN,0.029242605,4.2333493
b146,a2fbb226-ed0c-4000-ba17-e2578ebc4cd9,b146,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,12605.88,Stats[mean=19707.889 min=18236.0 max=20968.0 stdv=807.8493],18,0.7222222,18236,-0.9155405,20968,19707.889,2094.58,0,0.5873499,19815,18236,,TRUE,-0.26497266,1.1189203,807.8493,354742,19231.809,0.040991165,2.588297,Stats[mean=6625.8335 min=5737.0 max=7405.0 stdv=449.54648],18,0.16666667,5737,-0.40882614,7405,6625.8335,460.1831,0,0.17844868,6643,5737,,FALSE,-0.032570846,1.0746366,449.54648,119265,7077.377,0.067847535,1.009476,Stats[mean=3378.0 min=2772.0 max=4538.0 stdv=529.6947],18,1,2772,-0.44798887,4538,3378,1545.1895,0,0.24012797,3312,2772,,TRUE,0.8104317,1.843071,529.6947,60804,2746.3574,0.1568072,3.3828356,(x=27.21 y=0.17),,,,FALSE,27.21009,27.739906,27.21009,2,,,2,,,2,,,27.209581,0.16647495,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=9  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.24944791,2.124197,0.76001036,0.015471904,0.8492455,0.8492455,0.399796,0.84630954,1,106.15975,2.030884,2,0.44037583,1.000008,1,0.3294586,0.13908365,2,0.39900044,0.3294586,0.3294586,0.3294586,0.25991678,0.09834699,NaN,0.29851094,4.417795
b147,af2563a4-499f-400b-b110-587545ab30a5,b147,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,19390.2,Stats[mean=20942.0 min=20360.0 max=21568.0 stdv=401.04813],6,1,20360,-0.48672417,21568,20942,3328.6914,0,0.6889145,20887,20360,,TRUE,0.1890117,1.1889873,401.04813,125652,19231.809,0.019150421,4.1133027,Stats[mean=6598.3335 min=6216.0 max=7646.0 stdv=546.32214],6,0.16666667,6216,0.37168995,7646,6598.3335,432.6831,0,0.17628384,6460,6216,,FALSE,1.3716102,1.0701764,546.32214,39590,7077.377,0.08279699,0.94915086,Stats[mean=3078.8333 min=2869.0 max=3627.0 stdv=277.7131],6,1,2869,0.7476688,3627,3078.8333,1246.0227,0,0.21022026,2995,2869,,TRUE,1.5382311,1.6798426,277.7131,18473,2746.3574,0.09020076,2.727879,(x=29.51 y=0.07),,,,FALSE,29.514862,27.874454,29.514862,2,,,2,,,2,,,29.514778,0.07032493,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=7  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.08326794,3.5958586,0.55404323,1.46E-06,0.6298985,0.6298985,0.17517333,0.61850303,1,94.39873,1.3742698,2,0.26720634,1,1,0.13129358,0.053087696,2,0.15783744,0.13129358,0.13129358,0.13129358,0.10474974,0.03753867,NaN,0.28591397,1.6798723
b148,e441dddb-c517-481a-bfb8-fa927546a9c9,b148,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,14608.6455,Stats[mean=14935.247 min=9736.0 max=21904.0 stdv=3422.8096],154,0.16883117,12408,-1.2937808,21904,14935.247,2678.0615,0,0.19457223,13969,9736,,FALSE,0.30388802,1.1793115,3422.8096,2300028,19231.809,0.22917663,-3.3093116,Stats[mean=7205.1494 min=5720.0 max=8728.0 stdv=609.10175],154,0.5649351,6825,-0.40106997,8728,7205.1494,1039.499,0,0.22405332,7207,5720,,TRUE,0.028274594,1.1685952,609.10175,1109593,7077.377,0.08453701,2.2802863,Stats[mean=5528.6753 min=2611.0 max=8267.0 stdv=1503.704],154,0.9805195,2894,-1.1039097,8267,5528.6753,3695.8647,0,0.455131,5800,2611,,TRUE,-0.25591618,3.0165012,1503.704,851416,2746.3574,0.2719827,8.091243,(x=30.39 y=1.27),,,,FALSE,30.411665,26.741806,30.411665,2,,,2,,,2,,,30.385054,1.271952,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=26  height=1  bits=16  min=7560.0  max=27342.0],1,0.5634997,0.31910798,5,0.7254211,0.5634997,0.6188743,0.7254211,0.40631312,0.13625848,NaN,0.24180755,1.8045505,1.7513782,0.6344597,0.97155434,2.2186792,2.2186792,1.266819,2.6427193,1,67.11957,5.978434,2,0.46675628,1.3185936,0.8293327,0.7469767,0.23588377,9,0.8387544,0.7469767,0.7725746,0.8387544,0.60287064,0.08505039,NaN,0.11385949,2.617733
b149,9d2af0ba-a789-40d8-a948-033822313542,b149,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,14457.887,Stats[mean=21992.965 min=15522.0 max=23599.0 stdv=1658.9579],28,0.9285714,15522,6.5370126,23599,21992.965,4379.6562,0,0.77540654,22484,15522,,TRUE,-2.388597,1.248656,1658.9579,615803,19231.809,0.075431295,5.411992,Stats[mean=6904.9644 min=6217.0 max=7998.0 stdv=487.5961],28,0.32142857,6217,-0.09068845,7998,6904.9644,739.31396,0,0.20042229,6791,6217,,FALSE,0.8420767,1.1199086,487.5961,193339,7077.377,0.0706153,1.6217885,Stats[mean=4345.4287 min=2997.0 max=7427.0 stdv=1124.3025],28,1,2997,0.6577875,7427,4345.4287,2512.6182,0,0.33684182,3908,2997,,TRUE,1.1920314,2.37091,1124.3025,121672,2746.3574,0.25873223,5.5007973,(x=31.90 y=0.18),,,,FALSE,31.904587,28.007366,31.904587,2,,,2,,,2,,,31.904089,0.17848775,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=13  height=1  bits=16  min=7560.0  max=27342.0],1,0.19145773,0,1,0.19145773,0.19145773,0.19145773,0.19145773,0.19145773,NaN,NaN,NaN,0.3390525,3.1751254,0.5935024,0.37555024,1.228501,1.228501,0.38691416,1.2271,1,92.380936,2.6793358,2,0.28603953,1.0087931,0.99676585,0.29752126,0.19137327,5,0.385341,0.29752126,0.3346034,0.385341,0.19396771,0.08263304,NaN,0.27773827,2.7532334
b150,8904678c-9a1b-4244-9654-0c37ae3140bc,b150,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,14785.315,Stats[mean=13714.614 min=10334.0 max=21315.0 stdv=2812.896],70,0.042857144,10334,-0.22716399,21315,13714.614,3898.6943,0,0.09411688,12662,10334,,FALSE,0.87547123,1.284273,2812.896,960023,19231.809,0.20510209,-4.817662,Stats[mean=7173.029 min=6205.0 max=8645.0 stdv=531.6658],70,0.5714286,6205,0.039090876,8645,7173.029,1007.3784,0,0.22152475,7143,6205,,TRUE,0.4607711,1.1633856,531.6658,502112.03,7077.377,0.07412012,2.2098253,Stats[mean=6566.7573 min=3347.0 max=9522.0 stdv=1745.442],70,1,3347,-1.2647206,9522,6566.7573,4733.947,0,0.55890805,6696,3347,,TRUE,-0.21360072,3.5828893,1745.442,459673,2746.3574,0.26579967,10.363884,(x=33.27 y=0.86),,,,FALSE,33.277576,27.563665,33.277576,2,,,2,,,2,,,33.26641,0.86204875,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=13  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.81831855,1.6966733,0.89935505,8.66E-06,1.287813,1.287813,0.7590223,1.2788963,1,20.136198,3.381431,2,0.628242,1,0.99745727,0.7403089,0.019315183,3,0.74892914,0.7403089,0.7423834,0.7403089,0.72961396,0.009823267,NaN,0.013269147,2.4589436
b151,15e7c557-e15a-44bd-9fbb-f271dfbdba5b,b151,0,1,Experiment_test,48,48,48,11/1/2023,,1,Experiment_test,,,Experiment_test,1,20230801_LZ22225_60min_inf.002.tif - T=8,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002,c:1/3 z:4/5 t:9/16 - 20230801_LZ22225_60min_inf.002.tif,20230801_LZ22225_60min_inf.002.tif - T=8,22397,Stats[mean=22632.75 min=21159.0 max=23373.0 stdv=593.7292],16,1,21159,0.54060465,23373,22632.75,5019.4414,0,0.82805943,22782,21159,,TRUE,-1.0900128,1.28498,593.7292,362124,19231.809,0.026233189,6.202582,Stats[mean=6752.6875 min=6217.0 max=7483.0 stdv=354.38956],16,0.1875,6217,-0.45188722,7483,6752.6875,587.0371,0,0.18843482,6747,6217,,FALSE,0.57756346,1.0952109,354.38956,108043,7077.377,0.05248126,1.2877479,Stats[mean=3526.9375 min=2669.0 max=3992.0 stdv=356.788],16,0.9375,2669,0.2185091,3992,3526.9375,1694.127,0,0.25501725,3610,2669,,TRUE,-0.9313165,1.9243329,356.788,56431,2746.3574,0.10116085,3.7089,(x=31.88 y=0.82),,,,FALSE,31.889967,27.368082,31.889967,2,,,2,,,2,,,31.879398,0.82093126,0,,0,,0,0,0,0,0,0,1,4,1,1,4,4,ip[width=9  height=1  bits=16  min=7560.0  max=27342.0],1,0,0,1,0,0,0,0,0,NaN,NaN,0,0.22180498,2.5741246,0.74171287,8.15E-06,0.8254452,0.8254452,0.32067022,0.8167376,1,41.98699,1.9385307,2,0.4144813,1,1,0.29991734,0.030406266,3,0.31871068,0.29991734,0.29273698,0.29991734,0.28830442,0.016425703,NaN,0.05476743,4.382349
