object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Cells,Probability of Junk,Size in pixels,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Principal components of the object_4,Principal components of the object_5,Principal components of the object_6,Principal components of the object_7,Principal components of the object_8,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Radii of the object_0,Radii of the object_1,Radii of the object_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Total Intensity_0,Total Intensity_1,Total Intensity_2,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Bounding Box Minimum_0,Bounding Box Minimum_1,Bounding Box Minimum_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Maximum_2,Center of the object_0,Center of the object_1,Center of the object_2
57,9,3,0,Cells,0.78,0.22,272.0,0.9516591,0.30712366,-0.0044777323,-0.30714172,0.9516548,-0.004130671,-0.0029926286,-0.005306289,-0.99998146,23410.0,14490.0,8350.0,-1.010904,1.2531232,0.8194075,8243084.0,710719.56,3456500.0,13032.0,8498.0,1586.0,3.5572758,2.0465105,0.815412,19661.445,10204.573,3912.3125,5347913.0,2775644.0,1064149.0,8243084.0,-1285595.4,-4844894.0,-1285595.4,710719.56,904063.9,-4844894.0,904063.9,3456500.0,163.0,138.0,0.0,177.0,148.0,3.0,169.43015,142.23161,0.9816176
58,9,4,0,Cells,0.74,0.26,434.0,0.4847634,-0.8746435,0.0017676016,0.87464494,0.48476413,-3.523347e-05,0.0008260531,-0.0015631036,-0.99999845,23857.0,14018.0,10260.0,-1.1801869,1.2828617,1.1150354,8929010.0,828965.4,5452381.5,12935.0,7989.0,1612.0,4.5013423,2.5959888,0.8160056,20504.445,10185.685,4067.3135,8898929.0,4420587.0,1765214.0,8929010.0,-1348807.1,-6309789.5,-1348807.1,828965.4,1222727.0,-6309789.5,1222727.0,5452381.5,168.0,169.0,0.0,182.0,185.0,3.0,175.00922,176.14746,0.99769586
59,9,5,0,Cells,0.82,0.18,1028.0,0.4114415,-0.9114359,-0.00070213573,0.91143495,0.4114396,0.0019352537,0.0014749732,0.0014361948,-0.99999785,26257.0,13538.0,9125.0,-0.9066923,0.6984809,0.87290424,12373202.0,535243.9,3518915.0,12785.0,8506.0,1444.0,7.2185664,4.5249133,0.8154946,20679.344,10160.884,3936.679,21258364.0,10445389.0,4046906.0,12373202.0,-1058933.9,-5755567.5,-1058933.9,535243.9,709750.4,-5755567.5,709750.4,3518915.0,15.0,171.0,0.0,37.0,197.0,3.0,25.031128,184.79475,0.98638135
60,9,6,0,Cells,0.74,0.26,1251.0,-0.8360147,-0.54870665,0.00064690574,-0.54870695,0.8360147,-0.00039257685,-0.00032541316,-0.00068316166,-0.9999997,27083.0,14756.0,13348.0,-1.007624,1.0426805,1.1358175,12038149.0,893571.5,8041525.5,12350.0,8363.0,1613.0,6.653983,5.296985,0.8164797,21617.172,10399.751,4540.428,27043082.0,13010089.0,5680076.0,12038149.0,-1901005.5,-8000381.0,-1901005.5,893571.5,1907183.5,-8000381.0,1907183.5,8041525.5,194.0,194.0,0.0,219.0,218.0,3.0,206.92166,204.29257,0.99680257
61,9,7,0,Cells,0.9,0.1,481.0,0.54612976,-0.83769405,0.0033075176,0.8376994,0.5461314,-0.00047716819,0.0014066183,-0.0030313013,-0.9999944,24026.0,13268.0,9231.0,-0.8961591,0.64979815,0.8123541,10143331.0,469182.7,3380080.8,12723.0,8549.0,1683.0,5.519419,2.5392945,0.8168284,20177.28,10066.149,4026.4656,9705271.0,4841818.0,1936730.0,10143331.0,-796878.44,-5285029.5,-796878.44,469182.7,526633.44,-5285029.5,526633.44,3380080.8,204.0,217.0,0.0,220.0,237.0,3.0,212.69023,225.42827,0.99376297
62,10,1,0,Cells,0.91,0.09,653.0,0.5090674,-0.8607266,-0.00021136503,0.86072564,0.50906724,-0.0013780862,-0.0012937544,-0.00051961147,-0.99999905,26647.0,12775.0,10460.0,-0.6528705,0.44706494,0.49352658,11470493.0,440167.28,4470113.0,13463.0,8038.0,1679.0,5.264137,3.3569584,0.8170691,20689.031,10201.183,4940.899,13509938.0,6661372.0,3226407.0,11470493.0,-748206.8,-5431004.0,-748206.8,440167.28,545522.25,-5431004.0,545522.25,4470113.0,35.0,0.0,0.0,51.0,19.0,3.0,43.116386,7.875957,0.99387443
63,10,2,0,Cells,0.87,0.13,513.0,0.9981244,-0.061216548,-0.0004130844,0.0612163,0.99812436,-0.00059019664,-0.0004484394,-0.0005638022,-0.99999976,26456.0,12869.0,9304.0,-1.1599956,0.4133115,1.0808305,8957750.0,545181.4,3295116.0,13686.0,8673.0,1682.0,5.05639,2.877013,0.8164548,21675.232,10408.585,3768.9414,11119394.0,5339604.0,1933467.0,8957750.0,-832936.25,-3964007.0,-832936.25,545181.4,791021.44,-3964007.0,791021.44,3295116.0,213.0,0.0,0.0,233.0,11.0,3.0,222.6043,4.1130605,0.99220276
64,10,3,0,Cells,0.92,0.08,152.0,-0.9952966,0.09628078,0.01071122,0.095779546,0.9945896,-0.040221207,0.014525797,0.039006114,0.9991334,23719.0,11148.0,9242.0,-0.48618987,0.07679232,0.42813817,11190893.0,297743.7,3597396.0,12830.0,8005.0,2480.0,2.552499,1.6076727,0.8119277,19408.322,9775.414,5135.9805,2950065.0,1485863.0,780669.0,11190893.0,-336310.5,-5579701.5,-336310.5,297743.7,253435.97,-5579701.5,253435.97,3597396.0,0.0,42.0,0.0,10.0,49.0,3.0,4.0460525,45.11842,0.96710527
65,10,4,0,Cells,0.65,0.35,798.0,-0.86058605,0.50930464,-0.00067476905,0.50930464,0.8605829,-0.0024259635,-0.00065485976,-0.0024314134,-0.99999684,26156.0,14423.0,13097.0,-0.9391113,0.88932574,0.73818165,10011977.0,959234.6,9391209.0,13590.0,8161.0,1653.0,4.719205,4.50884,0.8156278,20886.74,10517.101,5057.6655,16667619.0,8392646.0,4036017.0,10011977.0,-1891968.5,-8312846.5,-1891968.5,959234.6,2227541.5,-8312846.5,2227541.5,9391209.0,159.0,69.0,0.0,178.0,88.0,3.0,168.2569,77.68296,0.99373436
66,10,5,0,Cells,0.83,0.17,1075.0,0.59481984,-0.8038585,-0.00092216936,-0.803859,-0.5948198,-0.00035616575,-0.00026221774,0.0009531486,-0.9999995,26698.0,13846.0,13632.0,-0.8647294,0.73615825,0.9612424,10905088.0,662856.1,8130893.0,12872.0,8555.0,1519.0,6.929889,4.1969886,0.81721044,21193.057,10374.209,4804.7935,22782536.0,11152275.0,5165153.0,10905088.0,-1499886.4,-8034557.5,-1499886.4,662856.1,1548336.5,-8034557.5,1548336.5,8130893.0,13.0,81.0,0.0,36.0,106.0,3.0,24.137674,93.05023,0.9925581
67,10,6,0,Cells,0.84,0.16,287.0,0.7805348,-0.62508035,0.006323566,0.6250974,0.7805461,-0.0009858268,0.0043196143,-0.004722317,-0.9999795,23488.0,12768.0,8583.0,-1.025428,0.66111493,1.0265745,8860392.0,594565.5,3407776.2,12491.0,8746.0,1529.0,3.6580224,2.1066294,0.81760263,19793.836,10259.857,3708.46,5680831.0,2944579.0,1064328.0,8860392.0,-1149358.5,-4953493.5,-1149358.5,594565.5,851818.7,-4953493.5,851818.7,3407776.2,166.0,94.0,0.0,179.0,106.0,3.0,172.62369,99.21603,0.9860627
68,10,7,0,Junk,0.35,0.65,1008.0,-0.18754221,0.9822547,0.0019114692,0.98225653,0.18754199,0.00029777372,-6.59911e-05,0.0019333982,-0.99999815,29784.0,13451.0,13847.0,-1.8194765,-2.1698422,0.9450619,60080204.0,11583843.0,7971287.5,0.0,0.0,0.0,6.6511207,4.082106,0.8163417,19926.285,9225.345,3746.1458,20085696.0,9299147.0,3776115.0,60080204.0,22770306.0,4560576.0,22770306.0,11583843.0,5763326.0,4560576.0,5763326.0,7971287.5,223.0,94.0,0.0,241.0,122.0,3.0,232.2262,108.78571,0.9861111
69,10,8,0,Junk,0.35,0.65,536.0,0.12619127,-0.9920049,-0.0014479642,0.9920052,0.12618929,0.0013897165,0.0011958879,0.0016117581,-0.999998,30414.0,13477.0,11800.0,-1.6539859,-1.8029343,0.8986387,69457420.0,13732884.0,6768270.5,0.0,0.0,0.0,4.7955084,2.9849703,0.81714857,19242.29,8764.494,3425.7576,10313867.0,4697769.0,1836206.0,69457420.0,28290252.0,8701203.0,28290252.0,13732884.0,6348903.5,8701203.0,6348903.5,6768270.5,228.0,160.0,0.0,240.0,180.0,3.0,233.95709,169.18283,0.98880595
70,10,9,0,Cells,0.87,0.13,374.0,-0.9538795,-0.30018955,-0.0003565858,-0.30018964,0.9538774,0.002012637,-0.00026403344,0.0020268564,-0.9999979,24010.0,12787.0,11833.0,-1.3835382,0.92501307,1.3107142,7700312.5,508576.6,6880767.5,13064.0,8321.0,1744.0,3.83419,2.5995107,0.8159303,20595.506,9935.163,4170.1147,7702719.0,3715751.0,1559623.0,7700312.5,-1034526.4,-6587834.0,-1034526.4,508576.6,1167077.0,-6587834.0,1167077.0,6880767.5,207.0,176.0,0.0,222.0,187.0,3.0,213.93582,180.82086,0.9973262
71,11,1,0,Cells,0.86,0.14,371.0,0.249986,-0.96824634,0.0024500357,0.9682455,0.24997696,-0.003484409,-0.002761314,-0.0032432894,-0.99999094,26655.0,12516.0,10521.0,-0.9430967,0.34666866,0.8805968,9119987.0,486201.88,6553713.0,13129.0,8463.0,1446.0,3.983673,2.584092,0.81583196,20648.992,10237.073,4285.6523,7660776.0,3797954.0,1589977.0,9119987.0,-728131.25,-5740168.5,-728131.25,486201.88,1042668.94,-5740168.5,1042668.94,6553713.0,247.0,75.0,0.0,257.0,91.0,3.0,252.11052,82.11051,0.99730456
72,11,2,0,Cells,0.9,0.1,665.0,-0.9341934,0.3567655,-0.0010655399,-0.35676643,-0.9341932,0.00086124765,0.00068815664,-0.0011847207,-0.99999905,25790.0,12965.0,11833.0,-0.9289572,0.71317446,0.7602601,10585584.0,490733.25,8888632.0,13247.0,8374.0,1515.0,5.0685477,3.484173,0.8170876,20642.92,9948.966,4781.663,13727542.0,6616062.0,3179806.0,10585584.0,-857315.44,-8402598.0,-857315.44,490733.25,1076831.1,-8402598.0,1076831.1,8888632.0,168.0,100.0,0.0,188.0,115.0,3.0,177.0391,107.17895,0.99699247
73,11,3,0,Cells,0.87,0.13,307.0,-0.99851614,0.05443439,0.0015366359,-0.054437604,-0.9985149,-0.0021347138,-0.001418152,0.0022151968,-0.99999654,25999.0,11654.0,7854.0,-0.9352431,0.23011273,0.58143413,8870656.0,342023.7,3223616.8,14085.0,8440.0,1480.0,4.2971706,1.9732139,0.8171231,20998.545,10012.098,3754.8242,6446553.0,3073714.0,1152731.0,8870656.0,-633259.06,-4156532.5,-633259.06,342023.7,575225.94,-4156532.5,575225.94,3223616.8,17.0,249.0,0.0,34.0,257.0,3.0,24.856678,253.23128,0.99674267
74,12,1,0,Cells,0.83,0.17,684.0,-0.30376709,0.95274514,-0.0015158254,0.95274633,0.30376676,-0.0004617606,2.0517195e-05,-0.0015844647,-0.99999875,24429.0,13585.0,8738.0,-0.90583766,0.6499889,0.7094669,9523154.0,649193.9,3637668.2,12958.0,8942.0,1778.0,7.740579,2.539294,0.81646675,20258.559,10644.426,4087.617,13856854.0,7280787.0,2795930.0,9523154.0,-1089963.5,-5024400.0,-1089963.5,649193.9,755662.9,-5024400.0,755662.9,3637668.2,49.0,198.0,0.0,64.0,226.0,3.0,54.694443,211.22223,0.99415207
75,12,2,0,Cells,0.89,0.11,260.0,0.8077695,-0.589496,0.0017275397,0.5894808,0.8077645,0.005380517,0.004567238,0.0033278656,-0.999984,23649.0,13306.0,9208.0,-0.93474597,0.89700586,0.95718586,8144094.0,454034.0,3328102.5,13106.0,8895.0,1554.0,3.6512477,1.9148488,0.8150842,20232.238,10364.331,4040.673,5260382.0,2694726.0,1050575.0,8144094.0,-838065.94,-4736133.5,-838065.94,454034.0,635724.25,-4736133.5,635724.25,3328102.5,35.0,237.0,0.0,48.0,249.0,3.0,41.088463,242.28076,0.97307694
76,13,1,0,Cells,0.93,0.07,452.0,-0.9896174,0.14371255,0.002009745,-0.14371498,-0.9896185,-0.0011158122,-0.0018285246,0.0013930576,-0.9999974,25999.0,12615.0,9562.0,-0.77507585,0.39288497,0.5095986,10776789.0,462553.47,4249646.5,14038.0,8596.0,1784.0,4.8252516,2.5436358,0.8173342,20868.062,10181.925,4556.624,9432364.0,4602230.0,2059594.0,10776789.0,-965764.0,-5502966.0,-965764.0,462553.47,744175.5,-5502966.0,744175.5,4249646.5,18.0,0.0,0.0,37.0,10.0,3.0,27.511063,4.035398,0.99557525
77,13,2,0,Cells,0.92,0.08,828.0,0.9892263,0.14639439,0.00023963065,-0.14639452,0.98922604,0.00068042765,0.0001374381,0.0007081775,-0.99999976,25869.0,12467.0,11328.0,-0.707334,0.3739655,0.60619825,13411488.0,504855.94,6041773.0,13026.0,8558.0,1735.0,7.1666374,3.1470895,0.81564504,20765.887,10211.211,4958.0483,17194154.0,8454883.0,4105264.0,13411488.0,-1176926.4,-8024447.0,-1176926.4,504855.94,943016.1,-8024447.0,943016.1,6041773.0,0.0,7.0,0.0,28.0,20.0,3.0,13.5,13.137681,0.98671496
78,13,3,0,Cells,0.92,0.08,772.0,-0.8486099,-0.529019,0.00023273552,0.529019,-0.8486096,0.00078035507,0.00021532105,-0.0007853386,-0.99999964,26244.0,12564.0,10656.0,-0.9189128,0.46827596,0.9148435,11043416.0,428379.53,4381956.5,12876.0,8477.0,1600.0,6.528171,3.2853413,0.8167549,20791.678,10166.813,4179.184,16051175.0,7848780.0,3226330.0,11043416.0,-885956.4,-5860495.5,-885956.4,428379.53,698159.1,-5860495.5,698159.1,4381956.5,50.0,31.0,0.0,73.0,50.0,3.0,61.33031,39.898964,0.9987047
79,13,4,0,Cells,0.81,0.19,209.0,0.08285998,0.99653333,-0.007455454,0.99656105,-0.08286173,7.3947595e-05,-0.00054408057,-0.0074359425,-0.9999722,22782.0,11675.0,8249.0,-0.7430755,0.42664677,0.71746635,9642513.0,308584.25,2568319.5,12441.0,8621.0,1648.0,3.7465744,1.5250769,0.81533426,19162.11,9883.977,3748.8994,4004881.0,2065751.0,783520.0,9642513.0,-662536.2,-4563011.0,-662536.2,308584.25,388923.12,-4563011.0,388923.12,2568319.5,0.0,76.0,0.0,6.0,90.0,3.0,2.1004784,82.89952,0.98564595
80,13,5,0,Cells,0.8,0.2,338.0,0.81231976,-0.5831689,-0.007117555,0.5831808,0.8123422,-0.0004905886,-0.0060679866,0.0037523066,-0.99997455,23233.0,12187.0,8367.0,-1.1397506,0.6433529,0.9691447,8264983.5,391358.53,2344514.2,12475.0,8503.0,1565.0,3.6194859,2.5599718,0.8146535,19796.506,9890.086,3615.8372,6691219.0,3342849.0,1222153.0,8264983.5,-592291.8,-3914932.0,-592291.8,391358.53,375286.16,-3914932.0,375286.16,2344514.2,243.0,89.0,0.0,257.0,102.0,3.0,249.30177,94.93787,0.96153843
