object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of Label 1,Probability of Label 2,Diameter,Number of Holes,Center of the Skeleton_0,Center of the Skeleton_1,Number of Branches,Euclidean Diameter,Length of the Skeleton,Average Branch Length,Total Intensity_0,Total Intensity_1,Total Intensity_2,Bounding Box Minimum_0,Bounding Box Minimum_1,Center of the object_0,Center of the object_1,Bounding Box Maximum_0,Bounding Box Maximum_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,PrincipalAxes_0,PrincipalAxes_1,PrincipalAxes_2,PrincipalAxes_3,PrincipalAxes_4,PrincipalAxes_5,PrincipalAxes_6,PrincipalAxes_7,PrincipalAxes_8,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Radii of the object_0,Radii of the object_1,Covariance of Channel Intensity_0,Covariance of Channel Intensity_1,Covariance of Channel Intensity_2,Covariance of Channel Intensity_3,Covariance of Channel Intensity_4,Covariance of Channel Intensity_5,Covariance of Channel Intensity_6,Covariance of Channel Intensity_7,Covariance of Channel Intensity_8,Skewness of Intensity_0,Skewness of Intensity_1,Skewness of Intensity_2,Principal components of the object_0,Principal components of the object_1,Principal components of the object_2,Principal components of the object_3,Size in pixels,Kurtosis of Intensity_0,Kurtosis of Intensity_1,Kurtosis of Intensity_2,Total Intensity in neighborhood_0,Total Intensity in neighborhood_1,Total Intensity in neighborhood_2,Minimum intensity in neighborhood_0,Minimum intensity in neighborhood_1,Minimum intensity in neighborhood_2,Variance of Intensity in neighborhood_0,Variance of Intensity in neighborhood_1,Variance of Intensity in neighborhood_2,Maximum intensity in neighborhood_0,Maximum intensity in neighborhood_1,Maximum intensity in neighborhood_2,Mean Intensity in neighborhood_0,Mean Intensity in neighborhood_1,Mean Intensity in neighborhood_2,Skewness of Intensity in neighborhood_0,Skewness of Intensity in neighborhood_1,Skewness of Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_0,Covariance of Channel Intensity in neighborhood_1,Covariance of Channel Intensity in neighborhood_2,Covariance of Channel Intensity in neighborhood_3,Covariance of Channel Intensity in neighborhood_4,Covariance of Channel Intensity in neighborhood_5,Covariance of Channel Intensity in neighborhood_6,Covariance of Channel Intensity in neighborhood_7,Covariance of Channel Intensity in neighborhood_8,Kurtosis of Intensity in neighborhood_0,Kurtosis of Intensity in neighborhood_1,Kurtosis of Intensity in neighborhood_2,Mean Defect Displacement,Mean Defect Area,Convexity,Defect Center_0,Defect Center_1,Kurtosis of Defect Area,Number of Defects,Object Area,Convex Hull Center_0,Convex Hull Center_1,Variance of Defect Area,Convex Hull Area,Skewness of Defect Area,Object Center_0,Object Center_1
167,3,38,0,Label 1,1.0,0.0,19.242641,0.0,72.0,490.0,10.0,17.464249,42.970562,4.297056,1011377.0,1974128.0,463335.0,69.0,480.0,72.333336,489.193,77.0,499.0,5893.0,12042.0,2973.0,-0.48661727,0.8583342,-0.16268396,0.87187684,0.48889604,-0.028485602,0.055085383,-0.15570197,-0.986267,3021662.0,8212202.0,236072.52,12877.0,23631.0,5818.0,8871.729,17316.912,4064.342,4.889379,1.8680152,3021662.0,-4199613.5,-345387.25,-4199613.5,8212202.0,461093.66,-345387.25,461093.66,236072.52,0.42062882,0.17057513,1.3939525,0.17033859,-0.9853856,0.9853856,0.17033859,114.0,-0.7520696,-1.0025716,2.7462268,46948908.0,17607668.0,11936323.0,8976.0,3688.0,2563.0,416184.78,1265004.4,92950.734,15962.0,13970.0,4770.0,13812.564,5180.25,3511.716,-0.32405883,3.6913714,0.19589955,416184.78,9766.708,8262.447,9766.708,1265004.4,40184.965,8262.447,40184.965,92950.734,2.1632679,16.631065,0.31908876,7.177201,9.5,0.75,73.0,488.42105,-2.9017832,4.0,114.0,72.5,489.0,73.666664,152.0,0.5314137,72.333336,489.193
168,3,39,0,Label 1,1.0,0.0,6.8284273,0.0,122.0,509.0,4.0,5.8309517,9.828427,2.4571068,206551.0,330399.0,87824.0,119.0,506.0,121.347824,508.9565,124.0,512.0,7383.0,11345.0,3124.0,-0.24610297,-0.96919805,0.009407079,0.96775347,-0.246251,-0.053044446,0.053727075,-0.003950663,0.99854785,1094744.4,4616405.5,148021.89,11745.0,19433.0,4392.0,8980.479,14365.174,3818.4348,1.6554978,1.1635485,1094744.4,-957664.94,-59920.51,-957664.94,4616405.5,247116.88,-59920.51,247116.88,148021.89,0.67249244,0.8189702,-0.29910737,-0.35760152,-0.93387425,0.93387425,-0.35760152,23.0,0.12702785,0.31891713,-1.0943651,24866090.0,9253566.0,6323775.0,9297.0,3885.0,2574.0,520299.9,827848.4,90622.414,16301.0,13614.0,4496.0,13946.209,5189.8857,3546.705,-0.62903726,4.0247674,0.14859073,520299.9,-119975.66,1067.4098,-119975.66,827848.4,4632.3623,1067.4098,4632.3623,90622.414,3.1848772,22.03319,0.0056642736,2.7936337,3.5,0.76666665,119.85714,507.0,0.0,2.0,23.0,121.0,508.5,12.5,30.0,0.0,121.347824,508.9565
169,4,1,0,Label 1,1.0,0.0,3.828427,0.0,125.0,1.0,2.0,2.236068,3.828427,1.9142135,240788.0,436040.0,98294.0,119.0,0.0,123.083336,1.1666666,127.0,4.0,7510.0,13951.0,3510.0,0.6499281,0.75598216,-0.07800265,-0.7599404,0.64768684,-0.054701924,0.009167608,0.09482968,0.9954513,3002493.8,3877246.5,94041.49,13814.0,21367.0,4918.0,10032.833,18168.334,4095.5833,2.021139,0.9816355,3002493.8,-2782536.5,75418.68,-2782536.5,3877246.5,-9847.736,75418.68,-9847.736,94041.49,0.5284172,-0.3128656,0.29267097,0.98516136,0.17163074,0.17163074,-0.98516136,24.0,-0.5494763,-0.9483952,0.5012417,24577676.0,19046124.0,6632914.0,6843.0,4274.0,2704.0,5967513.0,53372270.0,162939.33,21052.0,30975.0,5265.0,14108.884,10933.481,3807.6428,-0.5537496,0.9573043,0.45011452,5967513.0,-10441920.0,-402299.53,-10441920.0,53372270.0,1880379.6,-402299.53,1880379.6,162939.33,0.6707615,-0.61097324,0.19688615,3.345748,4.0,0.75,120.75,2.5,0.0,2.0,24.0,122.5,1.5,18.0,32.0,0.0,123.083336,1.1666666
170,4,2,0,Label 1,1.0,0.0,22.727922,0.0,148.0,4.0,2.0,13.038404,22.727922,11.363961,862754.0,2083005.0,377895.0,138.0,0.0,145.94186,4.5465117,153.0,14.0,6843.0,15927.0,3405.0,-0.53022605,0.8460823,-0.054817863,0.8474065,0.53094167,-0.0017631633,0.027613306,-0.04738789,-0.9984948,4747580.0,10851598.0,126730.695,15496.0,30975.0,5265.0,10032.023,24220.988,4394.128,4.237017,2.74947,4747580.0,-6274541.5,-243308.98,-6274541.5,10851598.0,325514.7,-243308.98,325514.7,126730.695,0.6123292,-0.0046071922,-0.44353527,0.85448515,0.51947576,0.51947576,-0.85448515,86.0,-0.2177583,-0.5023039,0.1164334,34934984.0,27805976.0,9291204.0,7238.0,4336.0,2658.0,6727062.0,41779084.0,183125.22,21052.0,27992.0,6596.0,14580.545,11605.166,3877.798,-0.57977724,0.7545525,0.81261307,6727062.0,-9272589.0,-374242.2,-9272589.0,41779084.0,1613398.6,-374242.2,1613398.6,183125.22,0.2509959,-0.8208962,2.472544,6.175241,31.0,0.40952381,144.34677,7.854839,2.5114121,4.0,86.0,145.0,6.5,1015.3333,210.0,1.5811883,145.94186,4.5465117
171,4,3,0,Label 1,1.0,0.0,20.071068,0.0,166.0,5.0,10.0,13.152946,47.04163,4.704163,1204764.0,2244941.0,485996.0,162.0,0.0,165.71962,6.448598,173.0,16.0,8145.0,15950.0,3638.0,-0.618111,0.7852143,-0.037110757,0.7853976,0.6188595,0.012785331,0.033005573,-0.021243945,-0.9992294,4374746.5,6450586.5,326798.66,16747.0,26645.0,6596.0,11259.477,20980.758,4542.0186,4.6269975,2.0808024,4374746.5,-4290101.5,-205627.58,-4290101.5,6450586.5,237823.39,-205627.58,237823.39,326798.66,0.64813226,-0.013095199,1.441712,-0.26289698,-0.9648239,0.9648239,-0.26289698,107.0,-0.5509435,-0.90109205,3.0930123,35251490.0,25990332.0,9394879.0,6843.0,4247.0,2658.0,6065079.5,44631988.0,161152.48,21052.0,30975.0,5337.0,14411.892,10625.646,3840.9153,-0.47301096,1.0828927,0.51449025,6065079.5,-7717696.0,-271722.44,-7717696.0,44631988.0,1597339.8,-271722.44,1597339.8,161152.48,0.77503824,-0.20657298,0.28777227,5.6720586,23.0,0.60795456,168.9855,9.130435,0.0,3.0,107.0,167.0,7.5,921.0,176.0,1.7130289,165.71962,6.448598
172,4,4,0,Label 1,1.0,0.0,13.071068,0.0,135.0,7.0,9.0,11.401754,25.970562,2.885618,526911.0,1010125.0,193400.0,131.0,3.0,135.45653,7.152174,142.0,12.0,8442.0,15322.0,3601.0,-0.65578914,0.7541015,-0.035657786,0.7544392,0.6563463,0.0055733514,0.02760673,-0.023246687,-0.9993485,6010087.5,7681215.0,93888.01,17781.0,26149.0,4892.0,11454.587,21959.238,4204.3477,3.440057,1.1130081,6010087.5,-5939556.5,-244582.9,-5939556.5,7681215.0,254300.48,-244582.9,254300.48,93888.01,0.7255848,-0.37474394,-0.23714545,0.86233854,0.5063322,0.5063322,-0.86233854,46.0,-0.47177836,-0.86589974,-0.47822422,33211476.0,27320062.0,9020759.0,6843.0,4304.0,2704.0,6919310.0,48114720.0,198716.11,21052.0,30975.0,6596.0,14284.506,11750.564,3879.8962,-0.56337774,0.7106023,0.774625,6919310.0,-10693025.0,-442043.56,-10693025.0,48114720.0,1909955.5,-442043.56,1909955.5,198716.11,0.23801497,-0.90147424,2.0157225,3.6395433,17.666666,0.46464646,136.4717,6.8679247,0.0,3.0,46.0,136.0,7.0,233.33333,99.0,-0.9352195,135.45653,7.152174
173,4,5,0,Label 1,1.0,0.0,7.2426405,0.0,132.0,14.0,2.0,6.4031243,7.2426405,3.6213202,145511.0,278443.0,57054.0,130.0,11.0,132.21428,13.357142,136.0,16.0,9086.0,15977.0,3552.0,-0.33864844,0.9010427,-0.27099675,0.9384208,0.3443883,-0.027624493,0.06843727,-0.26366398,-0.9621838,881386.4,4515555.0,92915.34,12742.0,23296.0,4635.0,10393.643,19888.785,4075.2856,1.9675903,0.6194273,881386.4,-1500648.0,-191823.19,-1500648.0,4515555.0,294370.56,-191823.19,294370.56,92915.34,1.1394254,-0.2198229,0.36452994,0.8703235,0.4924805,0.4924805,-0.8703235,14.0,0.6265205,-0.5989626,-0.6853576,35206870.0,26853566.0,9458427.0,6843.0,4304.0,2677.0,6059884.0,47891850.0,171371.33,21052.0,30975.0,5337.0,14253.794,10871.889,3829.3228,-0.5681405,0.928352,0.42388502,6059884.0,-9208649.0,-340485.06,-9208649.0,47891850.0,1765898.2,-340485.06,1765898.2,171371.33,0.7161922,-0.58625984,0.14298028,1.959224,8.0,0.46666667,132.75,12.6875,0.0,2.0,14.0,132.5,13.0,18.0,30.0,0.0,132.21428,13.357142
174,4,6,0,Label 1,1.0,0.0,7.656854,0.0,155.0,14.0,5.0,5.8309517,11.485281,2.2970562,284456.0,546974.0,111553.0,152.0,11.0,154.68,13.48,158.0,17.0,9268.0,18829.0,3924.0,-0.40607274,0.91354084,-0.023409868,0.91383934,0.4059842,-0.008632114,0.0016182471,-0.024898125,-0.9996887,1378732.6,3284795.8,105060.51,14009.0,25275.0,5263.0,11378.24,21878.96,4462.12,1.9233712,1.0429972,1378732.6,-1055314.5,-20725.27,-1055314.5,3284795.8,-2748.3152,-20725.27,-2748.3152,105060.51,0.42827824,0.08973901,0.35129258,0.76535875,-0.6436039,-0.6436039,-0.76535875,25.0,-0.47069362,-0.9706642,-0.42822132,36204108.0,29270966.0,9791025.0,6843.0,4314.0,2658.0,6875981.5,45978284.0,183943.31,21052.0,30975.0,6596.0,14349.627,11601.651,3880.7075,-0.4935555,0.80125344,0.8319628,6875981.5,-9667394.0,-386529.9,-9667394.0,45978284.0,1748863.0,-386529.9,1748863.0,183943.31,0.2571178,-0.742571,2.2640753,2.6489387,5.5,0.6944444,154.09091,13.545455,0.0,2.0,25.0,154.5,13.5,0.5,36.0,0.0,154.68,13.48
175,4,7,0,Label 1,1.0,0.0,29.31371,0.0,150.0,22.0,2.0,26.0,29.31371,14.656855,1237250.0,2503375.0,514546.0,137.0,18.0,151.27643,20.878048,164.0,25.0,7238.0,13271.0,3260.0,-0.4298778,-0.9028837,-0.0024601321,0.9026744,-0.42971575,-0.022877004,0.019598117,-0.012055014,0.99973524,3337424.2,10523974.0,142017.44,14443.0,27992.0,5159.0,10058.943,20352.643,4183.301,7.120769,1.61047,3337424.2,-4426680.5,-93420.6,-4426680.5,10523974.0,226791.36,-93420.6,226791.36,142017.44,0.4820966,0.10196018,0.3136075,0.99694043,0.078165196,0.078165196,-0.99694043,123.0,-0.76702094,-0.5412584,0.15547812,56147990.0,35622424.0,14718342.0,6843.0,4250.0,2658.0,4224507.0,36147468.0,165817.69,21052.0,30975.0,6596.0,14422.808,9150.378,3780.7197,-0.40762633,1.5276784,0.86674744,4224507.0,-4788546.0,-201025.0,-4788546.0,36147468.0,1434348.8,-201025.0,1434348.8,165817.69,1.7256999,1.0755569,2.4648135,8.48867,13.2,0.6507937,147.62122,21.227272,0.3252897,5.0,123.0,150.0,21.0,178.7,189.0,1.1812016,151.27643,20.878048
176,4,8,0,Label 1,1.0,0.0,29.899494,0.0,15.0,50.0,2.0,27.166155,29.899494,14.949747,1064209.0,1670801.0,468278.0,10.0,36.0,13.449153,50.177967,17.0,64.0,7372.0,11193.0,3010.0,-0.6167387,-0.78628296,-0.037316836,0.78608,-0.6176854,0.023302272,0.041372243,0.014962607,-0.9990318,1103449.1,1388810.8,118669.91,12863.0,16634.0,4729.0,9018.721,14159.33,3968.4575,8.025451,1.6006626,1103449.1,-580983.9,-50451.0,-580983.9,1388810.8,51399.266,-50451.0,51399.266,118669.91,0.88621855,-0.19183236,-0.09806575,-0.010885053,-0.99994075,0.99994075,-0.010885053,118.0,0.69098467,-0.47405645,-0.44494897,47126250.0,19407460.0,12001144.0,7331.0,3742.0,2533.0,859571.9,3545393.5,96040.625,17030.0,20032.0,4836.0,14071.736,5795.001,3583.5007,-1.4979817,2.9806426,0.17657058,859571.9,-526951.8,-21338.576,-526951.8,3545393.5,102168.36,-21338.576,102168.36,96040.625,7.2839136,11.210008,0.11805212,5.665056,26.0,0.6020408,12.320513,48.474358,0.0,3.0,118.0,13.0,49.5,553.0,196.0,1.6443764,13.449153,50.177967
177,4,9,0,Label 1,1.0,0.0,23.31371,0.0,239.0,62.0,2.0,20.880613,23.31371,11.656855,798804.0,1594040.0,353790.0,236.0,52.0,239.4762,61.761906,244.0,73.0,7018.0,13117.0,3090.0,-0.36709622,-0.92981374,0.026207501,0.9290408,-0.3678957,-0.039192125,0.046083,0.009960556,0.99888796,2157287.5,8566061.0,186684.67,13534.0,24351.0,5851.0,9509.571,18976.666,4211.7856,5.6308255,1.228965,2157287.5,-3000349.0,-169960.33,-3000349.0,8566061.0,408293.84,-169960.33,408293.84,186684.67,0.86345714,-0.072188094,0.37834713,-0.23332228,-0.9723995,0.9723995,-0.23332228,84.0,0.08889837,-0.97310144,1.3882447,58208880.0,27788472.0,15093362.0,7613.0,3551.0,2480.0,1984870.2,15181770.0,106699.89,18117.0,23913.0,5269.0,14063.513,6713.813,3646.6204,-1.7544913,2.5919764,0.31153086,1984870.2,-3115999.2,-99274.47,-3115999.2,15181770.0,423147.16,-99274.47,423147.16,106699.89,4.974427,5.8901367,0.37994698,5.254932,28.0,0.5,239.5238,62.238094,0.0,3.0,84.0,239.5,62.0,508.0,168.0,-1.7167205,239.4762,61.761906
178,4,10,0,Label 1,1.0,0.0,23.142136,0.0,359.0,62.0,2.0,19.104973,23.142136,11.571068,528113.0,1059566.0,245032.0,353.0,52.0,358.58334,59.733334,369.0,67.0,7343.0,13330.0,3474.0,-0.30010545,0.9509946,-0.07447145,0.9508336,0.30448672,0.056597084,0.07649909,-0.053824868,-0.9956158,864572.3,3987440.0,136341.05,11461.0,20993.0,5104.0,8801.884,17659.434,4083.8667,5.835963,1.296206,864572.3,-1092632.1,-118531.22,-1092632.1,3987440.0,302129.3,-118531.22,302129.3,136341.05,0.9992263,-0.11876184,0.5631687,0.70507467,-0.7091331,0.7091331,0.70507467,60.0,0.81541395,-0.65155274,-0.108688034,57295010.0,24141820.0,14914157.0,7199.0,3612.0,2675.0,1272089.6,8998427.0,100405.234,16676.0,24133.0,4966.0,13906.556,5859.665,3619.941,-2.4850137,3.8453827,0.30464342,1272089.6,-2133771.8,-81463.55,-2133771.8,8998427.0,286572.22,-81463.55,286572.22,100405.234,10.136106,15.449989,0.3935473,5.069447,60.0,0.25,361.1389,58.755554,0.0,3.0,60.0,360.5,59.0,4093.0,240.0,0.6205165,358.58334,59.733334
179,4,11,0,Label 1,1.0,0.0,22.485281,0.0,231.0,63.0,2.0,19.026299,22.485281,11.2426405,551534.0,1218441.0,238762.0,229.0,53.0,231.66101,63.457626,236.0,73.0,7613.0,16075.0,3417.0,-0.381937,0.92338765,-0.038462523,0.92394406,0.38054836,-0.038862336,0.021248149,0.050380185,0.99850404,1603881.8,3704523.8,64385.24,12717.0,23913.0,4710.0,9348.034,20651.543,4046.8135,5.565378,1.3431036,1603881.8,-1049004.1,18653.582,-1049004.1,3704523.8,101450.07,18653.582,101450.07,64385.24,1.1087847,-0.33137932,0.04118155,-0.0926986,-0.9956942,0.9956942,-0.0926986,59.0,0.58175355,-0.72031844,0.16198258,57845188.0,27909684.0,15000985.0,7018.0,3761.0,2725.0,2092492.1,15609193.0,112220.57,18117.0,24351.0,5851.0,14077.681,6792.33,3650.763,-1.848596,2.4973931,0.4682253,2092492.1,-3424731.0,-129047.7,-3424731.0,15609193.0,496515.3,-129047.7,496515.3,112220.57,5.127554,5.3467216,0.9672989,4.689482,27.0,0.42142856,232.24692,61.802467,0.0,3.0,59.0,232.0,62.5,289.0,140.0,0.0,231.66101,63.457626
180,4,12,0,Label 1,1.0,0.0,17.899494,0.0,368.0,57.0,11.0,15.811388,31.384777,2.8531616,572037.0,1102929.0,240806.0,360.0,54.0,367.71185,58.271187,374.0,65.0,7199.0,13409.0,3199.0,-0.49345142,-0.8694555,0.02351102,0.8688217,-0.49399555,-0.033425905,0.040676676,0.0039328258,0.99916464,3008553.2,7499480.0,134950.83,14405.0,24133.0,4966.0,9695.542,18693.71,4081.4575,4.4214745,1.277882,3008553.2,-3764955.8,-193941.55,-3764955.8,7499480.0,335491.94,-193941.55,335491.94,134950.83,0.71081924,-0.028494148,0.26072812,0.80543905,0.5926786,0.5926786,-0.80543905,59.0,-0.1645784,-0.95815605,-0.083549574,53740864.0,22908944.0,13996247.0,7343.0,3612.0,2588.0,1430259.6,9080457.0,101326.18,16676.0,23505.0,5104.0,13893.709,5922.6846,3618.4712,-2.5321393,3.6542308,0.33089852,1430259.6,-2341901.5,-90429.93,-2341901.5,9080457.0,300791.2,-90429.93,300791.2,101326.18,9.561184,13.8548355,0.42573163,4.49875,31.666666,0.38311687,365.74738,59.452633,0.0,3.0,59.0,366.5,59.0,1105.3334,154.0,0.61919945,367.71185,58.271187
181,4,13,0,Label 1,1.0,0.0,20.899494,0.0,222.0,64.0,11.0,17.0,40.04163,3.6401482,822989.0,1491457.0,336019.0,220.0,55.0,222.98824,64.776474,227.0,74.0,7668.0,14083.0,3231.0,-0.61124384,0.7914397,-0.0020333931,0.7906295,0.61049765,-0.0468789,0.03586044,0.030262101,0.9988985,1591655.8,2067508.2,104907.98,13322.0,20394.0,4696.0,9682.224,17546.553,3953.1648,5.0335574,1.6525269,1591655.8,-917825.7,-40039.156,-917825.7,2067508.2,90432.99,-40039.156,90432.99,104907.98,0.6904596,-0.32594475,-0.14159892,-0.0679288,-0.9976902,0.9976902,-0.0679288,85.0,-0.13663313,-0.44824946,-0.41216853,57195280.0,28235658.0,14866213.0,7018.0,3932.0,2676.0,2161158.2,16426628.0,123248.93,18117.0,24351.0,6349.0,14104.877,6963.171,3666.1438,-1.9036343,2.4744618,0.8255103,2161158.2,-3623801.2,-162499.53,-3623801.2,16426628.0,551011.0,-162499.53,551011.0,123248.93,5.2231793,5.3594146,3.2919934,5.7575264,12.0,0.63909775,223.02083,62.625,-3.9584122,4.0,85.0,223.0,64.0,92.0,133.0,-0.290107,222.98824,64.776474
182,4,14,0,Label 1,1.0,0.0,18.899494,0.0,188.0,71.0,2.0,16.03122,18.899494,9.449747,679944.0,1200408.0,331567.0,185.0,63.0,188.98701,70.987015,194.0,80.0,6920.0,11504.0,3316.0,0.48671773,-0.77141345,-0.40991116,-0.86842954,-0.37650338,-0.32260716,0.09453057,0.51299757,-0.8531691,1301168.1,2529168.5,463978.16,11932.0,19249.0,6349.0,8830.441,15589.714,4306.065,4.9207954,1.3067185,1301168.1,-1047964.2,-88653.38,-1047964.2,2529168.5,-342478.4,-88653.38,-342478.4,463978.16,0.59076476,-0.3759759,1.1078439,0.3033825,-0.9528689,0.9528689,0.3033825,77.0,-0.39588547,-0.38493466,0.9607992,55843060.0,23209466.0,14463527.0,6992.0,3609.0,2586.0,982997.3,3679053.5,111209.15,17065.0,19465.0,6142.0,14052.104,5840.3286,3639.5388,-2.0598009,3.19847,0.698363,982997.3,-852856.4,-59998.465,-852856.4,3679053.5,138177.02,-59998.465,138177.02,111209.15,9.445955,11.833221,2.5979457,4.695518,19.0,0.503268,189.01315,71.01316,-5.97555,4.0,77.0,189.0,71.0,408.66666,153.0,0.0,188.98701,70.987015
183,4,15,0,Label 1,1.0,0.0,14.656855,0.0,156.0,73.0,6.0,13.0,26.142136,4.357023,599191.0,1048704.0,267524.0,153.0,67.0,156.0,73.32836,159.0,81.0,6992.0,11674.0,3104.0,-0.6028214,-0.79737765,0.028200274,0.79552627,-0.60338104,-0.05540092,0.061190967,-0.0109628,0.9980659,1509126.1,2287596.8,127448.09,11657.0,18382.0,4628.0,8943.149,15652.299,3992.8955,3.6829202,1.4962378,1509126.1,-1386260.4,-116331.555,-1386260.4,2287596.8,159749.48,-116331.555,159749.48,127448.09,0.36643344,-0.08510687,-0.43516022,0.002635796,-0.99999654,0.99999654,0.002635796,67.0,-0.6004503,-0.779566,-0.45441142,52182644.0,20919400.0,13566827.0,6920.0,3564.0,2580.0,702193.9,2447073.5,104211.64,16274.0,17196.0,6047.0,13907.954,5575.533,3615.892,-2.0844398,3.5569205,0.3934205,702193.9,-513463.97,-30793.83,-513463.97,2447073.5,70738.21,-30793.83,70738.21,104211.64,11.587957,15.132348,1.354968,5.5288563,8.5,0.79761904,153.52942,74.17647,0.0,2.0,67.0,155.5,73.5,0.5,84.0,0.0,156.0,73.32836
184,4,16,0,Label 1,1.0,0.0,31.79899,0.0,45.0,83.0,2.0,10.0,31.79899,15.899495,1058027.0,1910274.0,449367.0,42.0,70.0,48.424778,78.77876,58.0,86.0,7655.0,12903.0,3066.0,-0.22767314,0.97146827,-0.06644021,0.97367877,0.22787876,-0.0045683538,0.010702303,-0.06573152,-0.99777997,922958.44,4013390.5,113933.19,12103.0,21082.0,4797.0,9363.07,16905.08,3976.6992,4.619773,3.6035864,922958.44,-763925.56,-50588.004,-763925.56,4013390.5,32999.84,-50588.004,32999.84,113933.19,0.50271624,0.14075328,-0.16259468,0.8937085,0.44864807,0.44864807,-0.8937085,113.0,-0.37936646,-0.79046917,-0.32837066,59556010.0,26604228.0,15261685.0,6866.0,3742.0,2533.0,1331437.9,8801212.0,100353.836,17030.0,25408.0,5039.0,14013.179,6259.8184,3590.9846,-2.572711,3.1192212,0.24007955,1331437.9,-1896003.8,-54434.91,-1896003.8,8801212.0,218107.33,-54434.91,218107.33,100353.836,11.221923,10.790096,0.1371714,6.057039,35.75,0.44140625,50.34965,76.48951,3.4477665,4.0,113.0,49.5,77.5,1600.9166,256.0,1.8546677,48.424778,78.77876
185,4,17,0,Label 1,1.0,0.0,23.727922,0.0,22.0,97.0,13.0,9.433981,49.28427,3.7910979,1007399.0,2056511.0,429091.0,18.0,87.0,23.363636,94.60909,31.0,101.0,6866.0,13198.0,3036.0,-0.40693516,0.9124878,-0.04206859,0.9133273,0.4072219,-0.0019001137,0.015397421,-0.039195612,-0.9991129,2423321.5,8938284.0,135161.25,12958.0,25408.0,4882.0,9158.173,18695.555,3900.8274,3.9854546,2.948686,2423321.5,-3621119.5,-89606.49,-3621119.5,8938284.0,135722.17,-89606.49,135722.17,135161.25,0.56594867,0.17138033,0.38915756,0.78477526,0.6197805,0.6197805,-0.78477526,110.0,-0.44331175,-0.9878852,-0.24051058,50051110.0,23236528.0,12958578.0,7470.0,3879.0,2533.0,1619236.8,9025166.0,103924.01,17030.0,21437.0,5039.0,13965.153,6483.406,3615.6746,-2.0987048,2.428138,0.20225838,1619236.8,-2055268.1,-77242.74,-2055268.1,9025166.0,250853.81,-77242.74,250853.81,103924.01,6.4955487,5.7694964,0.050040126,5.8707027,18.0,0.6043956,24.972221,91.80556,3.9725227,4.0,110.0,24.0,93.5,484.66666,182.0,1.9917512,23.363636,94.60909
186,4,18,0,Label 1,1.0,0.0,23.31371,0.0,341.0,122.0,2.0,19.79899,23.31371,11.656855,988249.0,1876769.0,430275.0,336.0,112.0,342.3818,120.72727,352.0,128.0,6952.0,12800.0,3208.0,-0.43455267,0.90052533,0.014769951,0.8996003,0.4331994,0.055294387,0.04339566,0.037315376,-0.9983609,1514552.9,4005048.2,111386.555,12609.0,21008.0,4950.0,8984.082,17061.537,3911.5908,5.7149324,1.9473345,1514552.9,-1570892.1,-66101.77,-1570892.1,4005048.2,192948.75,-66101.77,192948.75,111386.555,0.65130013,-0.06627051,0.47144112,0.71399236,0.70015347,0.70015347,-0.71399236,110.0,-0.2825908,-0.8850222,0.09713124,58559936.0,22274528.0,15033938.0,10108.0,3705.0,2484.0,455515.44,2102492.5,92551.1,16361.0,16262.0,4747.0,13916.335,5293.376,3572.7039,-0.23300663,3.6768897,0.23361282,455515.44,31229.568,3571.5212,31229.568,2102492.5,36178.605,3571.5212,36178.605,92551.1,1.5377817,15.521466,0.110398285,5.961182,36.5,0.4296875,344.34247,118.57534,1.2041947,4.0,110.0,343.5,119.5,2381.6667,256.0,1.3514483,342.3818,120.72727
187,4,19,0,Label 1,1.0,0.0,23.384777,0.0,257.0,223.0,8.0,20.518284,36.04163,4.5052037,1006673.0,1467563.0,458017.0,250.0,214.0,257.27826,222.26956,267.0,230.0,6465.0,9424.0,3214.0,-0.68623245,0.7224718,-0.084377654,0.7261543,0.6871867,-0.021778766,0.04224866,-0.0762165,-0.9961958,1534584.6,1680028.1,101762.93,12448.0,15308.0,4736.0,8753.679,12761.417,3982.7566,5.8972826,1.6104983,1534584.6,-1271750.4,-94096.625,-1271750.4,1680028.1,73073.85,-94096.625,73073.85,101762.93,0.66985536,-0.19199774,0.205441,0.7396439,0.6729985,0.6729985,-0.7396439,115.0,-0.0862182,-0.5804306,-0.24621776,58420184.0,25548772.0,15121028.0,6849.0,3709.0,2550.0,1454336.5,6555306.0,101660.04,16645.0,21406.0,4961.0,13823.99,6045.6157,3578.0947,-2.4241939,2.8447871,0.32199875,1454336.5,-1801705.0,-91724.516,-1801705.0,6555306.0,230656.95,-91724.516,230656.95,101660.04,9.3048115,8.7297535,0.38965172,5.86773,78.5,0.4227941,258.52866,220.93631,0.0,2.0,115.0,258.0,221.5,924.5,272.0,0.0,257.27826,222.26956
